temperature,ambiant_temperature,kilowatts,oxygen_level,nitrogen_level,carbon_dioxide_level,humidity_level,fan_1,vent_2
4.05748328,20.97959547,0.763096,1,6,21.80402239,78.93150229,40.20644565,12.54364728
6.0137779,20.39274998,2.32995073,1,4,21.87441688,78.88339491,40.08621208,9.3715827
2.80687682,20.54626676,2.86779358,1,4,23.02814649,78.08106534,38.25494501,12.52824287
4.3659081,19.70629033,3.68039012,1,4,21.0163938,77.07193889,39.90752436,15.25397025
2.69295348,19.98684059,2.98910132,1,4,20.38312308,78.78758932,40.44163108,14.18945922
4.22343785,19.33655785,1.95055222,1,4,20.57878489,77.86829878,38.33499721,14.49240539
1.64097307,20.75451927,2.33536766,1,6,23.906077,79.26093002,39.76692301,19.06226258
3.13069856,18.98572443,3.69886325,1,4,17.97559627,79.34253838,38.88901531,12.27055965
4.18303606,20.30704971,2.57705628,1,3,22.10635951,77.79053479,40.87842923,6.80911325
3.6396221,17.83979044,4.45131632,1,5,22.69689601,76.88818415,40.40129976,10.96640256
3.34650532,20.03461897,2.66537361,1,3,21.57057886,77.17701239,40.79535845,10.75091269
4.48044658,20.97177991,2.23135294,1,4,22.79329831,79.02928984,40.31132008,11.70620397
4.84633435,21.853373,2.96928367,1,6,21.76413519,77.96456129,39.79580347,4.60008947
3.89727023,19.88773371,3.79120824,1,4,21.62217744,79.66100825,41.4200248,4.47618771
4.04840532,20.59951585,4.5060958,1,6,21.41847734,78.12622533,40.39206523,4.01799596
4.00599419,20.01625874,3.82286792,1,6,19.93742953,78.95256309,39.21451582,2.34975404
3.28707366,18.2875708,1.56713301,1,3,19.89303989,78.36575901,39.29240373,14.00457347
3.33620856,20.66163943,1.71391712,1,3,22.19085132,78.26062097,40.80149326,17.32389823
5.43771712,19.56877218,2.25782311,1,3,22.30243601,79.62826777,38.95878709,11.26053541
2.6120171,20.34183608,2.58669421,1,6,21.25125813,77.52114947,37.89952328,10.59556142
4.159177,19.16841575,0.99407387,1,3,21.52692034,77.03662545,40.47653215,13.54945497
3.39459009,21.26354808,2.69543163,1,5,20.08442691,78.53910532,39.75861055,12.16008149
1.68401973,20.07457821,1.54678171,1,3,20.10937697,78.42590718,41.01712096,11.78864236
3.87336412,19.56303941,0.81031354,1,3,21.22476141,78.86058543,40.27607963,11.53816663
4.0096707,20.58236742,1.83647759,1,3,21.01476764,78.1655929,38.54379766,13.17306873
3.8667245,20.7672469,2.73384078,1,6,23.12133673,81.04477948,39.96036995,12.69179244
2.98621851,18.72918697,4.47746557,1,5,20.57757266,77.79009024,40.12730038,15.32355753
3.12201049,17.74739459,0.69199751,1,5,20.95688892,77.3258924,39.04426748,17.79517152
2.83388349,19.90759865,3.40627035,1,3,20.52426474,78.0197564,38.79079014,4.1349107
3.11371561,19.6083993,3.8690913,1,6,20.93016014,79.32810194,37.51434019,4.40118624
4.33075953,18.64782471,2.41388374,1,3,20.99957248,75.49612746,40.25127597,3.72861619
4.98635131,21.67166113,3.15304921,1,5,20.6506882,78.38055021,41.29798749,3.146526
4.61410484,18.69474527,2.81895571,1,4,21.52930333,79.00830707,40.4362896,4.03335202
3.19003218,16.73874917,3.22387373,1,5,20.41199374,77.30745562,38.78694484,4.4395837
4.86712751,18.30859578,4.30097667,1,3,21.22942344,78.18245778,40.8638585,4.64536102
4.13327881,19.88414084,1.88045292,1,4,21.01276803,79.62522875,39.81919975,4.95287879
3.28447991,20.14721417,4.13799318,1,5,21.49686404,78.5239333,40.20465766,5.51117399
4.9569197,19.29833638,3.11263384,1,3,21.96826512,78.96429446,39.73883582,3.93879156
4.90946044,20.69770298,0.86321543,1,4,20.57785142,78.20545909,37.91732554,2.46636061
4.62515265,21.58424076,2.70846958,1,3,21.71752536,78.09524076,39.56843482,5.81501159
3.11992338,17.22032655,3.50694233,1,3,21.11168634,78.43306679,40.14902904,4.97003297
3.02529846,17.74445182,2.68633779,1,6,22.57187272,76.89363569,39.60838333,3.88301821
5.17816615,20.79206589,2.73672392,1,6,21.07039974,78.87786079,37.9477397,3.32774977
3.93918508,20.46493868,2.79505144,1,6,21.37508643,77.65701011,41.83713642,3.41026064
5.48920114,21.12742044,2.52642483,1,5,23.46085121,78.10301055,39.26355754,5.21515024
3.93330921,18.86034655,3.07467748,1,6,20.43258828,77.61696991,40.1863877,1.76977782
4.2000691,19.13317122,4.01478274,1,6,21.48899724,77.36842464,39.72354489,3.58211259
3.59500979,20.9328773,3.5883107,1,5,20.70973822,79.5809496,41.03929391,5.91680655
5.75145909,19.17093876,3.13144422,2,6,21.13777881,78.12535266,59.76669353,2.72657092
6.96940198,20.97918428,2.80691547,2,5,19.71798355,76.94965484,61.34934166,4.80564022
7.17028368,18.89388194,2.99718895,2,3,18.4960051,79.45688858,59.65316186,4.4107517
5.70789604,20.52074455,1.88199907,2,5,20.57494535,78.3375419,62.04009154,3.0384902
6.73427849,20.39201357,2.14561225,2,4,20.25030993,77.97454641,61.01687941,3.3265986
5.33917364,18.66366411,1.64815223,2,3,21.72882971,77.70296195,58.56111691,6.22937587
6.91973668,21.47590126,3.13487477,2,5,21.06968988,77.84368556,58.21559769,13.8893086
4.44809934,19.9219516,2.23292634,2,5,22.41413429,76.47237582,59.44117271,3.14848436
5.28547093,18.89488989,3.81967821,2,5,20.34740183,79.68288108,59.00948029,8.39329863
7.81219691,21.31535325,2.58408216,2,6,19.55922083,78.08490453,59.69344197,3.9583417
4.64636142,19.93501784,2.75418953,2,5,22.76448659,78.61959234,60.34171201,4.06714735
5.12510181,19.61706128,3.59311784,2,5,22.31009588,78.16085364,59.38031656,3.60635148
6.61804725,20.16679987,2.87007604,2,5,24.02482549,79.09027673,60.28720748,4.31372565
6.51455018,20.7045415,2.36253975,2,4,18.98547157,78.25211705,59.10866043,5.13217139
4.61949037,21.53903084,3.29682853,2,4,20.65980989,77.86328102,58.93630757,1.94932773
6.22245365,20.28249092,1.49613121,2,6,21.54277566,77.82995488,61.11645065,4.9639167
5.7773146,19.37680112,3.69782897,2,3,22.44938717,78.46710847,59.9826838,5.31823728
6.56816845,20.0317235,3.60497621,2,3,19.42324766,76.31605205,60.10250097,4.51850936
7.52344526,18.84582449,2.66595756,2,4,20.70009793,75.78748124,58.6138265,2.41875695
5.242151,19.95954986,2.65548788,2,3,21.38349851,76.35257555,59.15776024,3.22377433
4.34655237,20.50450401,3.23589265,2,6,21.17511326,77.50162187,59.00598666,4.58777827
4.98208377,21.09707484,4.01812476,2,4,22.35662944,79.89074865,59.79452162,3.25590747
5.7819946,19.94705167,2.38881494,2,4,23.74008382,78.16550428,61.54099623,3.82907952
4.93984959,18.69987101,3.94597431,2,4,22.10678139,79.65021533,62.04364833,3.44351101
5.23043803,20.94344607,2.30218614,2,3,20.21238694,78.31043087,61.02829207,4.6408649
5.54249149,20.27160974,1.98636775,2,3,21.05702594,77.79619766,60.73584645,4.63605024
6.08271506,19.37004411,2.02521928,2,6,20.80038979,77.1416634,60.76864159,2.7388583
6.29271931,20.40335542,2.76227787,2,6,20.32483652,78.5275046,61.661235,2.50588521
6.01084271,20.14995579,2.73555418,2,5,21.2809241,76.99757373,60.16698558,5.10628386
5.37761542,21.51759823,2.14482086,2,6,20.91724297,77.7032224,61.22691442,3.89829328
6.49351312,19.78307321,1.95862457,2,5,21.38403331,78.95173945,59.08365336,4.4754743
5.87731831,20.10830421,3.01253459,2,5,21.23081942,77.66374941,58.96836002,3.942261
5.39728504,19.44007074,3.03415825,2,3,20.39889456,76.90946119,60.71270139,2.6144088
5.97895002,20.56254401,3.45970926,2,5,21.56537279,80.22588188,59.98205327,4.08271409
6.01023096,19.43497362,2.99017826,2,4,21.45121178,76.51679286,60.21034506,3.4698443
6.69422044,21.76085543,3.58727136,2,5,22.01490389,77.66245272,59.55694613,3.71622535
6.70816169,19.93772472,3.0243096,2,3,20.07774723,78.22902333,60.96159519,4.56863375
6.62285112,20.03646675,2.22802112,2,6,19.5237124,78.43839074,60.56529226,3.09624074
6.33350747,19.93028583,3.0670967,2,6,20.24753701,78.89719769,60.84819894,3.08533148
6.12330062,19.74988694,3.1709919,2,6,22.64034977,77.69683381,60.91764247,3.7894051
4.04262706,18.58211299,3.83482108,2,6,21.30276068,76.42772097,60.97116222,3.2149711
5.86303707,20.78575346,3.27851851,2,5,20.81222325,77.94482205,57.841111,4.08776184
6.11526336,21.72549115,2.44227496,2,6,20.11961341,76.53674307,58.74381531,2.36806648
7.36660879,21.4700792,2.03350421,2,3,22.94006366,78.16418239,59.7229526,3.44411923
5.47764472,21.43994084,2.47209071,2,4,22.8805396,79.84754991,57.70145453,4.53751435
4.92162683,20.54272198,0.32318911,2,6,22.64029971,77.34331939,60.74748274,3.57584209
6.46794751,20.33272769,3.70973788,2,3,20.65471079,80.82976198,60.3777374,4.06452262
6.92998983,17.95847574,2.34174415,2,4,22.43404572,77.76664068,59.98271761,4.3918512
5.10595613,20.57288081,2.90558442,2,3,22.57359873,77.55691469,59.90884874,4.34246012
5.36566639,19.24480992,3.39943009,2,6,19.79270995,78.37769642,60.55205589,2.56827857
5.44938849,19.49675807,2.40462152,2,6,22.24043419,79.57845375,60.31989679,5.60360587
7.98593246,18.62605679,3.54698171,2,3,20.53547783,77.51649549,57.51180585,5.20646044
5.43693308,20.04409622,3.96355587,2,3,21.54039382,75.0454495,59.47970249,3.77590112
6.48398702,21.6434022,1.47369888,2,5,19.62340238,77.7323185,59.60149463,3.57688021
6.03668487,19.26273767,1.69914384,2,5,20.63014097,76.15669213,60.90496589,5.29807897
4.70621146,23.26207068,3.3634667,2,6,19.65169011,78.77131144,59.8092901,2.3432932
6.3677557,21.00966564,2.56214061,2,6,22.15997872,79.15961628,60.95181287,3.79477421
4.4308225,21.60615526,2.78353045,2,3,20.64193517,78.2772273,60.24705055,3.75175981
5.76127254,20.17328296,4.69236576,2,6,21.48221584,78.79521083,60.84745314,2.04227731
5.4827191,21.02735259,1.0561944,2,6,20.57912377,77.4211612,61.09513637,4.01011133
5.25995552,19.95514498,2.51420235,2,4,23.46477666,79.24389765,59.66037582,4.58797641
6.68699982,19.75716525,2.42930376,2,6,22.8367743,77.5421916,60.73396238,1.90249803
6.97390368,19.54676563,3.61859485,2,3,20.2794733,77.80657581,60.17897332,3.47384726
5.3090356,18.65651374,1.90715136,2,3,19.97322384,78.09031585,61.70828141,1.29562832
5.49253988,20.64363682,4.44523062,2,6,20.4903186,76.30386256,60.85763284,3.74424479
6.19568288,20.46753749,3.13637534,2,5,19.54962374,79.0950164,61.37817874,3.21133871
4.82511687,20.52718972,3.08263077,2,6,20.32432706,77.16012072,60.19967693,4.31456128
4.39695958,20.43022448,2.34974368,2,6,20.72735659,78.05313198,59.17465143,4.41186225
5.68326343,19.53189684,2.58824746,2,4,19.30062132,76.66492896,58.92273243,3.66964418
5.87803153,19.83071972,3.14392039,2,4,22.29391514,79.84532632,60.38628646,4.04962985
5.25826428,21.21390846,4.28538487,2,6,20.44050854,75.82935691,59.67222874,2.75639216
5.4119347,18.21910313,2.49811434,2,4,19.52093851,77.82048084,60.09916744,3.42206544
5.9295405,20.11241488,2.06202734,2,3,19.98204519,79.40570484,58.90428132,5.04567456
4.23719502,19.4289117,3.05386987,2,3,20.48216473,79.68754702,60.44389068,2.94668967
6.10350523,17.63701959,1.72317323,2,6,20.87403296,77.90323918,59.10388085,4.21801956
6.93488824,21.02284164,1.79808621,2,4,19.20421177,77.81549926,61.28175103,3.33748238
6.17602964,20.63589927,3.49343793,2,4,20.81647394,79.1822704,59.86939312,2.733308
6.88302862,19.27824616,2.24708081,2,6,21.50391442,78.15930234,61.74661785,2.65771903
5.81264276,21.64309861,2.79929476,2,5,21.80491449,79.28662499,59.5812334,6.59644777
6.04391941,20.99615344,3.47055137,2,6,21.782508,78.40228697,62.16717381,3.86378136
6.50328969,19.47423295,3.57122564,2,3,20.7900081,79.66213826,59.72619153,3.70108097
6.42650115,16.94357472,4.58946596,2,6,21.01782021,79.74029144,60.74077662,2.85277734
6.24254001,20.83035161,1.61810713,2,6,22.10655589,77.50395111,59.8324189,2.35850173
6.11781416,20.68901408,0.21498321,2,6,22.26483142,76.36717222,59.76696827,4.01698024
5.01269705,20.82675106,2.562772,2,6,20.81013033,77.83796938,58.87734471,4.56441646
6.42924833,19.88105875,0.53434524,2,3,20.83681498,79.58536481,60.11703162,4.6973257
7.20161246,20.70898228,3.93828319,2,4,21.47282633,76.00962169,60.17183832,2.81931139
5.81981434,21.47776409,2.73568629,2,5,22.77720212,78.30681204,57.08796039,4.22070045
4.13905217,20.28623468,2.75464177,2,4,23.00697608,78.85888985,58.18981801,3.71349314
6.49521018,18.87172495,3.91423557,2,4,23.11421406,78.16927401,59.17927779,5.17543626
5.24121365,18.56343191,2.61278006,2,4,21.3090657,78.63593024,59.7716302,2.11025055
4.52374174,19.23173791,4.03192265,2,3,23.53965082,78.63691696,60.91137835,3.35288716
6.67468057,20.96438968,2.47753792,2,3,21.24361494,78.79761693,62.45795531,5.10329343
5.14401182,20.79164792,3.90893499,2,3,21.2495142,77.54584597,58.93840272,3.39865875
5.14633628,17.49562678,1.77016002,2,3,21.22088389,78.21440554,58.94363087,2.88409639
4.63468339,21.14634669,2.61505524,2,3,21.73806022,77.72506385,59.98622522,3.02865505
7.05788682,20.41931357,3.16090473,2,6,21.13501563,78.7840013,58.85825495,5.86516356
7.46560461,21.76992138,3.36330654,2,3,22.29966722,80.11681662,59.1441867,6.23847292
4.17293478,19.93659258,2.84298609,2,5,21.46472868,78.83999814,60.70036134,4.81318626
4.90477739,18.54802223,1.84431546,2,3,18.8362005,78.93973057,59.7436561,3.37003061
7.09683622,21.17895029,3.54962529,2,3,20.38950346,77.27814589,59.14346611,5.36616189
7.58620306,19.2640354,2.33100598,2,3,21.18357456,78.32801073,61.47455807,4.4731349
3.24905115,20.83123999,3.74195792,2,4,21.72351705,77.42506938,60.32166143,2.4713912
4.56254164,18.65275419,1.53027187,2,4,20.63762635,76.62549993,59.94913951,5.96114796
6.43048281,20.9206772,3.33622895,2,3,20.98795446,78.27575791,60.57659974,2.96600833
5.99269766,19.75890001,2.25806071,2,5,19.91459641,79.16268184,60.56164641,4.05599961
7.1648162,18.29800645,3.40356001,2,6,20.0555101,78.65289608,60.03748829,3.80817108
6.26723184,19.83542593,3.27713906,2,5,21.90669326,76.35380459,59.64603334,5.44089224
5.43553624,20.34061916,2.29762333,2,5,20.90404708,78.21697373,60.48210984,3.24340607
5.26719259,18.45579203,2.44334257,2,5,20.86018748,77.79284772,61.51654714,3.49006886
5.56856244,19.70998899,3.30183014,2,6,21.20196245,76.08496618,59.89328353,3.11945354
6.27496024,20.3195169,2.73487567,2,6,21.98317273,79.3202811,60.64375965,2.31964341
7.93271111,20.38571037,0.88237936,2,3,21.24501841,78.1139328,60.80179951,2.8343287
6.025193,19.8009527,2.74339544,2,3,19.91911132,77.71373428,57.53962327,3.05203295
6.98419944,20.63760909,2.74103851,2,6,20.90462916,76.61757237,61.41029153,3.58168005
4.37737728,18.96609109,1.98774709,2,5,20.05862595,77.75076174,60.37518463,5.16061725
6.24409772,19.66104527,3.32756019,2,3,12.40889082,76.44603464,60.70370575,6.95825606
6.87254927,18.59371347,1.72047232,2,5,7.08944849,77.81126546,59.71472907,3.66419841
5.41549096,18.93010846,1.56071596,2,6,8.03426827,78.78829034,58.77414668,3.52902128
5.71468892,20.42432396,3.09062082,2,6,10.25442499,77.95205939,60.3790769,4.23396112
6.35722599,20.73017842,1.87680434,2,4,10.63843461,79.23868878,60.28987081,3.77942214
5.7147048,17.79236109,2.35838491,2,3,12.4637189,79.3847925,60.02479043,3.77154351
5.89381432,21.37918161,2.42710402,2,3,9.93657574,77.71739927,62.09655207,4.65676321
7.25692114,18.06898471,3.12698973,2,5,14.03378455,77.31601791,59.55808206,4.59472493
5.45394025,18.49286496,2.29793603,2,5,10.65004735,77.53354845,59.01284936,3.1378731
6.45402784,20.68707222,2.36517222,2,5,12.38998281,78.81217629,59.99368626,4.42732901
3.00393777,19.89522234,2.83444312,2,5,11.09601,77.45189969,59.1946391,3.5870416
5.58918438,18.53984971,1.82745902,2,5,11.68933341,78.27297961,59.82767376,3.81914723
8.31189491,20.43337873,1.26849559,2,3,13.87877369,77.88423145,60.02991496,4.54493509
7.15356047,19.67841592,3.82253198,2,6,11.15456188,78.19267497,58.65904104,4.01287738
6.82570049,20.34395182,1.27448067,2,6,12.43160443,79.29137867,58.96194084,2.85839996
5.90184631,19.96761745,3.55386062,2,6,10.53820017,75.96514477,62.14111767,3.97594043
6.02624281,20.62936724,2.86391184,2,5,9.40336023,78.41243181,61.66105895,4.94789161
5.81151791,20.35326321,0.79575214,2,6,8.93256825,79.75183039,60.87466379,3.01767272
5.76605289,17.80025,3.11897474,2,5,10.36347571,77.46905663,60.00223969,4.22961867
6.17225111,19.15734445,2.50710198,2,3,9.90051307,78.97274109,59.73029823,5.55478119
5.72364205,18.72500237,1.51006756,2,4,6.36889023,77.5649081,59.75819445,2.05987369
6.19966192,20.70710894,2.17963102,2,5,9.17559784,78.12086892,59.57063022,3.44757929
5.60734886,19.01090939,1.75086394,2,3,9.64864225,78.49834181,58.67693886,5.45041064
6.15392497,20.34180297,2.1545953,2,3,9.1683791,77.85092663,60.49754291,3.15958384
6.59473204,20.00908971,3.40699729,2,4,8.94621694,78.29008049,57.44066455,4.32210029
5.68836114,18.99813083,2.91267822,2,3,13.32074921,77.82802754,59.99284679,4.54933248
5.59540544,19.08324144,3.13632643,2,4,8.65552742,78.7861809,60.11481035,1.8688265
5.13822725,18.5260998,3.48075898,2,3,11.29113649,79.86698315,57.90441173,3.52578283
5.95887052,19.27228601,2.29093138,2,5,20.68798866,76.87994397,58.9388648,2.87450843
6.04425298,20.60846676,3.44669299,2,3,20.87071253,78.84192865,59.2985394,3.87813284
4.97283166,19.97619211,3.01923112,2,4,22.57694931,77.21870439,59.39412203,3.00844487
6.6333957,19.22740957,2.05191331,2,6,21.92665822,78.11888452,59.31401438,5.95399701
5.81243774,18.54990396,1.18482103,2,6,11.4126435,78.78639704,60.49626594,4.87590593
6.85980497,19.4549506,1.46023946,2,5,5.87792648,77.68784193,60.57658123,1.97902443
6.99028787,20.70802415,2.54617793,2,6,12.00130528,77.14645014,59.47224359,3.31935596
5.72768409,22.093949,3.46146437,2,3,11.87865425,78.63119471,61.69225399,2.88315467
6.96890419,21.00562891,0.78779555,2,5,12.70673828,78.54172804,58.06608941,3.56893711
5.7552281,20.79572212,2.23905524,2,4,11.20312816,81.49050447,60.65533834,4.20637504
4.12061062,19.65595606,3.17988321,2,5,12.53654738,76.02060821,60.82107184,4.17656187
5.00589434,19.78794042,2.39773673,2,6,12.19899899,80.30688117,59.19404082,4.95841904
7.08323118,20.04899479,2.13341819,2,4,10.75832743,78.01970872,59.56526219,3.09249027
6.70724261,21.61098494,3.07882291,2,3,11.9234682,78.25440304,58.74002993,3.29299503
6.08309141,21.15263881,4.11887629,2,6,10.40413468,80.06132133,58.29620938,2.00086616
6.34305043,19.30762793,4.57324713,2,5,10.41893875,77.26578873,58.98132909,1.35340118
6.93678153,21.03544177,3.37373744,2,5,8.92918805,77.39226886,59.55304103,5.04177025
5.08206106,18.49060917,3.1148504,2,3,7.38104614,77.96680496,59.62384627,3.7401285
5.3610358,19.59282261,2.07213938,2,3,9.87114132,77.33578529,59.72487213,4.46009895
5.06533113,19.53898931,2.86994555,2,4,10.70322591,79.82542842,59.6299131,2.05242189
5.24367264,18.92339399,5.5411123,2,3,8.88600121,78.1504034,59.97772808,2.96388365
7.59482172,20.93257741,2.14075694,2,5,10.92305281,77.79272791,60.50700435,2.62505465
5.09645619,20.93299735,1.45602643,2,5,7.59538808,78.88906402,59.90668388,3.68737576
6.14740649,20.77189101,1.42583522,2,4,9.25387529,78.22657753,59.20834453,3.1387667
4.76837944,20.22662919,2.97363628,2,6,9.77620786,78.01052964,60.02295387,3.464944
7.58099346,20.88702817,2.30770178,2,5,14.39920224,77.35372426,60.7118466,6.14298949
5.32559514,19.5209409,3.46714501,2,4,10.4712622,77.40009775,61.82569464,4.09756042
6.3746263,20.95396923,2.43069151,2,6,7.21936573,81.50003775,59.42840583,3.58642683
6.51510467,21.36604129,3.28004929,2,4,20.37718902,78.99146665,60.07479688,4.36996093
6.10892823,19.73293549,4.6677435,2,3,20.43444822,77.34293454,60.28482173,6.42657883
8.06424742,18.49079772,2.83543404,2,3,20.61879395,80.12713254,59.55598726,3.97152816
7.3712379,19.06932698,2.65503129,2,3,20.83324435,78.43183132,60.24801962,2.91048225
6.97758482,20.84165986,2.28735795,2,5,21.16928893,77.80603938,57.92585729,4.59720431
7.1888261,20.83445051,2.60810605,2,6,20.55472967,80.26206171,60.86365271,4.27909408
6.06999951,18.56880999,3.32409444,2,3,21.73931276,78.2443247,60.4467518,4.26583073
6.67250552,18.22306876,3.07615449,2,5,22.01547294,78.50533663,59.64620188,4.18624732
5.21070967,19.5540387,1.73466739,2,5,22.64746465,76.49225642,59.57648038,3.2135874
7.06380534,21.12219168,1.9661315,2,5,20.58891434,79.26128531,59.0838414,2.98530814
7.86889577,20.34833378,2.01363237,2,4,20.08943579,78.02228705,59.9612496,1.87802334
6.52705832,21.57220802,2.99532843,2,4,21.63556468,77.17576453,60.21994557,5.52033486
5.75289142,19.57681955,2.27123647,2,4,19.26352881,78.70896862,59.90218032,3.28309926
6.19911743,21.72190193,1.31756381,2,5,20.40844189,77.76037548,61.14454916,3.57206195
4.68053373,21.00356474,2.90688435,2,5,21.71022563,76.61620473,60.29816123,5.14772954
5.02828845,18.90928515,3.1017552,2,4,19.83905376,78.48616865,59.66973244,3.32496447
4.86483861,19.05267061,3.32158435,2,3,21.41911274,79.96952129,60.25497993,4.23135685
4.76117823,19.21076071,5.34768412,2,3,23.07585198,78.00730027,59.08680555,5.74977835
6.44113932,19.6355684,3.48231075,2,3,19.99543235,78.25794992,60.90635512,3.12432875
6.12526481,20.86492576,3.31331631,2,3,20.61597508,79.21542963,57.92706561,5.24959639
6.40092309,17.71755353,0.14927775,2,3,22.56921873,76.38129132,58.78216521,4.76739386
6.3598261,19.74788857,2.05600851,2,4,21.93534781,77.53562526,60.22911467,5.12941764
